N_LINHA,N_CATEGORIA,N_PRODUTO,QTD_ITEM,V_VENDA,V_CUSTO_VENDA,V_PERC_MARGEM_T,CLASSIFICACAO
1,1,1,1200.0,2052.0,2.3,0.4915,EB
1,4,13,5246.0,60055.98,1280.0,0.6036,AB
2,4,21,1452.0,13208.7,260.0,0.4434,EB
1,5,7,444.0,4345.68,60.0,0.5846,BB
1,1,2,288.0,783.36,2.3,0.5362,DB
2,3,5,194.0,1528.82,2.3,0.6113,CA
2,2,5,294.0,2125.22,2.3,0.6234,CB
2,5,7,222.0,1690.32,2.3,0.5479999999999999,CA
1,1,2,2616.0,5856.24,60.0,0.461,EB
1,3,4,154.0,1506.04,2.3,0.7190000000000001,CB
1,3,4,3657.0,11818.5,260.0,0.4232,EB
1,1,1,996.0,6942.12,260.0,0.5238,AB
1,1,1,1041.0,1925.85,2.3,0.6444,CB
1,1,1,200.0,1548.0,2.3,0.581,CB
2,6,11,312.0,1916.88,2.3,0.5287,CA
3,7,9,39.0,481.68,2.3,0.6245,DA
2,1,3,266.0,1852.86,2.3,0.6121,CB
1,1,1,300.0,2697.0,60.0,0.6337,BB
1,1,1,156.0,1500.72,2.3,0.6105,CB
1,1,1,14016.0,27611.52,1280.0,0.5132,AB
1,4,6,318.0,4800.1,60.0,0.6895,BB
4,8,19,68.0,1129.64,2.3,0.6842,DA
1,1,1,300.0,1881.0,2.3,0.6569,CB
4,9,22,1236.0,12497.28,260.0,0.6106,AA
1,3,5,410.0,2839.46,60.0,0.5419,BB
1,3,4,248.0,2235.88,2.3,0.613,CB
1,2,3,60.0,1080.0,2.3,0.8723,DB
1,2,2,22.0,740.0,2.3,0.8554,DB
2,2,4,1474.0,1921.42,2.3,0.4679,EB
1,1,2,3600.0,8268.0,260.0,0.4415,EB
1,2,3,30.0,540.0,2.3,0.8702,DB
1,2,3,446.0,2425.54,2.3,0.568,CB
1,1,4,188.0,2117.8,2.3,0.6542,CB
1,3,4,386.0,1944.0,2.3,0.5469,CB
4,8,9,32.0,533.26,2.3,0.6969,DA
2,2,7,384.0,3841.92,60.0,0.5760000000000001,BB
1,1,1,16.0,1644.8,2.3,0.6562,CB
1,3,4,282.0,2161.0,2.3,0.6281,CB
3,3,7,24.0,462.92,2.3,0.7759,DA
3,6,8,28.0,430.63,2.3,0.6092,DA
1,4,6,572.0,5056.84,60.0,0.5052,AB
1,1,2,500.0,5181.0,60.0,0.6504,AB
1,1,5,420.0,5471.76,60.0,0.6571,AB
3,3,4,538.0,2560.6,2.3,0.4719,EB
1,1,1,1920.0,6720.0,260.0,0.0665,FB
1,4,6,344.0,3211.86,60.0,0.7027,BB
1,1,1,972.0,4471.2,60.0,0.4975,EB
1,4,6,300.0,2848.92,60.0,0.6041,BB
3,5,10,116.0,1547.51,2.3,0.4878,EB
2,4,5,324.0,1668.96,2.3,0.6665,CA
2,4,10,630.0,3968.12,60.0,0.6244,BA
1,1,2,9264.0,21228.48,1280.0,0.4093,EB
1,1,1,1512.0,6940.08,260.0,0.4724,EB
1,1,2,1620.0,9014.28,260.0,0.5547,AB
1,1,1,5000.0,26250.0,1280.0,0.1627,FB
1,1,5,88.0,5532.81,60.0,0.7269,AB
1,4,9,126.0,2994.58,60.0,0.6598,BB
1,1,5,744.0,10848.48,260.0,0.5453,AB
1,1,2,200.0,1970.0,2.3,0.6027,CB
1,3,9,368.0,6446.12,60.0,0.6567,AB
1,1,2,800.0,6476.0,60.0,0.5948,AB
1,3,6,1084.0,7771.5,260.0,0.5568,AB
1,1,3,132.0,4737.24,60.0,0.6262,BB
1,1,4,14304.0,43311.6,1280.0,0.5623,AB
1,1,3,50.0,1159.53,2.3,0.6414,DB
2,1,2,232.0,1552.4,2.3,0.617,CB
1,2,3,452.0,2893.08,60.0,0.5549,BB
1,1,2,7200.0,17100.0,260.0,0.5114,AB
1,1,1,1800.0,5040.0,60.0,0.4949,EB
1,4,5,106.0,1676.7,2.3,0.6755,CB
1,2,3,364.0,3651.2,60.0,0.6859,BB
4,9,25,2614.0,21032.02,1280.0,0.486,EB
4,7,17,5014.0,64684.4,1280.0,0.5574,AA
1,1,1,120.0,660.0,2.3,0.5875,DB
1,4,7,164.0,2428.38,2.3,0.7157,CB
1,1,1,1500.0,11250.0,260.0,0.0759,FB
2,2,3,82.0,3000.58,60.0,0.633,BB
2,5,6,168.0,1563.24,2.3,0.6812,CA
1,1,1,1008.0,4626.72,60.0,0.4969,EB
1,1,6,338.0,6373.22,60.0,0.6505,AB
1,1,1,456.0,3114.48,60.0,0.4707,EB
1,1,1,32.0,1136.0,2.3,0.3703,EA
1,1,1,41.0,1845.0,2.3,0.5036,CB
1,1,1,120.0,2444.4,2.3,0.7804,CB
2,3,4,44.0,1045.6,2.3,0.6766,DB
1,2,3,242.0,1506.0,2.3,0.609,CB
1,1,2,1800.0,9012.0,260.0,0.4765,EB
1,3,4,94.0,854.4,2.3,0.5899,DB
1,1,5,109.0,1842.07,2.3,0.6764,CB
1,1,2,500.0,4185.0,60.0,0.6476,BB
1,1,1,3780.0,18711.0,260.0,0.5529999999999999,AB
1,1,2,200.0,2030.0,2.3,0.6283,CB
1,2,2,12.0,2351.1,2.3,0.6754,CB
1,1,2,16000.0,119520.0,1280.0,0.6504,AB
1,1,2,16000.0,119520.0,1280.0,0.6504,AB
3,6,15,1590.0,12175.86,260.0,0.5983,AA
1,1,2,1002.0,7589.94,260.0,0.6269,AB
1,1,2,5604.0,40655.88,1280.0,0.6294,AB
1,1,2,150.0,1225.0,2.3,0.6949,DB
1,1,2,5004.0,37949.88,1280.0,0.628,AB
1,1,2,3900.0,20826.0,1280.0,0.4621,EB
1,1,1,892.0,5325.24,60.0,0.6479,AB
1,2,2,278.0,1509.7,2.3,0.5423,CB
1,1,2,5004.0,30407.64,1280.0,0.4923,EB
1,1,2,1200.0,3436.8,60.0,0.6079,BB
1,1,1,800.0,4200.0,60.0,0.1957,FB
1,1,3,34.0,3062.98,60.0,0.6925,BB
1,1,1,6000.0,15420.0,260.0,0.4458,EB
4,5,12,792.0,10661.76,260.0,0.535,AA
3,4,5,41.0,689.7,2.3,0.6781,DA
1,1,2,2016.0,9724.8,260.0,0.4571,EB
5,7,13,79.0,1101.28,2.3,0.5537,DA
1,1,2,6504.0,30078.72,1280.0,0.4952,EB
1,1,2,168.0,4088.12,60.0,0.5564,BB
2,2,2,26.0,767.0,2.3,0.7005,DB
1,2,6,374.0,4194.92,60.0,0.6388,BB
4,4,6,47.0,1092.22,2.3,0.7116,DA
1,1,1,40.0,2264.0,2.3,0.672,CB
1,1,3,26.0,3178.48,60.0,0.6253,BB
1,1,1,10.0,3519.4,60.0,0.6859,BB
1,1,2,624.0,1521.12,2.3,0.4644,EB
1,1,1,200.0,1700.0,2.3,0.6348,CB
4,5,10,39.0,751.22,2.3,0.7635,DA
1,1,4,300.0,2929.0,60.0,0.6442,BB
1,3,5,380.0,2036.04,2.3,0.5267,CB
3,5,8,43.0,874.59,2.3,0.7039,DA
4,5,6,28.0,414.38,2.3,0.7625,DA
4,6,8,108.0,664.92,2.3,0.6538,DA
2,2,2,6992.0,31429.2,1280.0,0.2119,FB
1,1,1,10000.0,45000.0,1280.0,0.0499,FB
1,1,1,2000.0,10500.0,260.0,0.1852,FB
1,1,1,456.0,2508.0,2.3,0.5901,BB
1,1,2,7356.0,38955.0,1280.0,0.5029,AB
4,7,12,45.0,673.5,2.3,0.6932,DA
1,1,2,7008.0,36456.36,1280.0,0.5009,AB
1,2,6,24.0,2438.72,2.3,0.6806,CB
1,1,1,27000.0,121500.0,1280.0,0.0678,FB
1,1,2,13008.0,65675.28,1280.0,0.517,AB
1,1,2,7200.0,58416.0,1280.0,0.6729,AB
2,3,4,374.0,2057.02,2.3,0.5944,CB
2,3,6,249.0,2192.66,2.3,0.637,CA
1,3,4,376.0,2669.9,2.3,0.6412,BB
4,5,9,692.0,2944.56,60.0,0.3835,EB
1,1,1,300.0,1575.0,2.3,0.2085,FB
1,2,5,6002.0,41353.86,1280.0,0.5713,AB
2,2,3,182.0,2207.58,2.3,0.6193,CB
3,3,5,267.0,3044.32,60.0,0.5273,BA
1,1,2,150.0,1567.04,2.3,0.6966,CB
1,3,4,480.0,4065.36,60.0,0.5636,BB
1,1,3,504.0,4455.66,60.0,0.6111,BB
1,1,1,18000.0,3600.0,60.0,0.3079,EB
1,1,1,24000.0,4800.0,60.0,0.3121,EB
2,2,2,6512.0,4385.52,60.0,0.5352,BB
1,1,1,25000.0,5000.0,60.0,0.3126,EB
1,1,4,1452.0,6169.44,60.0,0.1886,FB
1,3,6,452.0,3653.04,60.0,0.6147,BB
1,1,1,450.0,3483.0,60.0,0.6153,BB
1,1,1,500.0,4245.0,60.0,0.5719,BB
1,2,3,160000.0,30650.0,1280.0,0.1907,FB
1,1,1,1200.0,8352.0,260.0,0.7298,AB
1,1,1,469.0,1871.31,2.3,0.45799999999999996,EB
4,8,13,51.0,856.35,2.3,0.8004,DA
1,2,4,566.0,6084.94,60.0,0.6385,AB
4,5,10,204.0,1469.76,2.3,0.6941,DA
1,1,2,157600.0,45704.0,1280.0,0.4737,EB
1,4,7,1128.0,7450.4,260.0,0.5423,AB
2,2,3,6108.0,2314.92,2.3,0.5011,CB
4,7,15,438.0,4254.54,60.0,0.3876,EB
1,4,4,1164.0,4224.12,60.0,0.4755,EB
1,1,2,840.0,2499.6,2.3,0.5835,CB
1,3,6,4020.0,41120.58,1280.0,0.5619,AB
4,6,18,287.0,6978.52,260.0,0.65,AA
1,1,2,72.0,669.6,2.3,0.7553,DB
1,1,2,1440.0,9801.6,260.0,0.6421,AB
1,1,2,72.0,669.6,2.3,0.7553,DB
1,1,2,720.0,4900.8,60.0,0.6564,BB
1,1,2,720.0,4900.8,60.0,0.6564,BB
1,1,2,720.0,4900.8,60.0,0.6564,BB
1,1,2,1440.0,9801.6,260.0,0.6421,AB
1,1,1,1.0,36.0,2.3,0.3697,EA
1,1,2,330.0,1980.0,2.3,-0.1106,FB
1,1,1,2.0,21.46,2.3,0.2628,FA
1,3,4,224.0,2102.5,2.3,0.6659,CB
1,1,1,824.0,3213.6,60.0,0.3859,EB
1,1,2,53.0,1338.95,2.3,0.7064,DB
1,1,2,108.0,1866.12,2.3,0.6686,CB
1,1,1,360.0,1317.6,2.3,0.5512,DB
1,1,1,240.0,1324.8,2.3,0.6123,DB
1,1,1,2.0,35.2,2.3,0.8219,DB
1,1,1,300.0,1500.0,2.3,0.5485,CB
1,1,2,66.0,1390.9,2.3,0.6832,DB
1,1,2,330.0,1980.0,2.3,-0.1106,FB
1,1,3,301.0,2544.69,2.3,0.6265,BB
1,1,4,68.0,2611.76,2.3,0.7302,BB
1,1,2,48.0,167.04,2.3,0.4258,EA
1,1,2,2016.0,9724.8,260.0,0.4927,EB
1,1,3,77.0,6311.7,60.0,0.664,AB
1,2,3,20.0,520.0,2.3,0.8742,DB
2,2,4,528.0,2988.48,60.0,0.5484,BB
1,1,1,4.0,850.8,2.3,0.6675,DB
1,1,1,12.0,122.04,2.3,0.7586,DB
2,2,5,61.0,1700.33,2.3,0.6758,CB
1,1,2,336.0,2016.0,2.3,-0.1707,FB
1,3,3,232.0,1949.76,2.3,0.7652,CB
1,1,1,1000.0,7490.0,260.0,0.5524,AB
4,6,12,55.0,872.35,2.3,0.6652,DA
1,1,1,1000.0,6990.0,260.0,0.5204,AB
1,2,2,5298.0,17007.97,260.0,0.2129,FB
3,5,13,138.0,1703.83,2.3,0.4473,EB
1,1,1,48.0,191.52,2.3,0.3562,EA
1,1,1,4600.0,1518.0,2.3,0.4773,EB
4,6,8,57.0,688.14,2.3,0.4837,EA
2,3,9,95.0,1158.55,2.3,0.4398,EA
1,1,2,1800.0,10800.0,260.0,-0.14400000000000002,FB
3,5,9,73.0,838.53,2.3,0.5311,DA
2,3,6,29.0,454.65,2.3,0.5598,DA
1,1,1,696.0,1524.24,2.3,0.6023,CB
3,3,14,125.0,599.76,2.3,0.0722,FA
1,1,2,180.0,1144.8,2.3,0.5748,DB
1,2,2,188.0,1552.8,2.3,0.6424,CB
2,3,4,22.0,356.51,2.3,0.5378,DB
4,5,9,28.0,431.69,2.3,0.6326,DA
3,5,11,59.0,1003.46,2.3,0.598,DA
2,2,4,354.0,2177.26,2.3,0.605,CB
1,1,2,250.0,2292.5,2.3,0.5819,CB
1,1,1,1584.0,2708.64,60.0,0.4705,EB
1,1,1,1584.0,2708.64,60.0,0.4705,EB
5,5,9,46.0,542.62,2.3,0.5506,DA
1,3,5,152.0,1706.4,2.3,0.7064,CB
3,4,9,24.0,461.18,2.3,0.6817,DA
4,5,7,15.0,272.79,2.3,0.7327,DA
4,5,8,876.0,3828.6,60.0,0.5521,BA
3,4,10,39.0,512.63,2.3,0.54,DA
2,1,2,218.0,1534.44,2.3,0.5710000000000001,CB
3,5,11,30.0,373.39,2.3,0.5969,DA
1,1,2,442.0,4625.58,60.0,0.5524,BB
1,1,2,12000.0,22233.12,1280.0,0.4271,EB
1,1,2,100.0,1250.0,2.3,0.7334,DB
3,3,4,408.0,1616.4,2.3,0.595,CB
3,5,9,28.0,399.76,2.3,0.6798,DA
2,1,4,48.0,657.36,2.3,0.8013,DB
4,4,9,80.0,871.97,2.3,0.3665,EA
3,5,7,31.0,360.0,2.3,0.5677,DA
3,6,12,36.0,514.76,2.3,0.594,DA
1,4,4,13776.0,44044.24,1280.0,0.3233,EB
3,4,6,25.0,403.15,2.3,0.6369,DA
1,2,4,176.0,1656.7,2.3,0.6145,CB
3,6,9,52.0,544.89,2.3,0.5746,DA
3,4,6,16.0,300.89,2.3,0.8008,DA
1,2,4,31.0,730.0,2.3,0.8809,DB
1,2,4,27.0,550.0,2.3,0.8771,DB
1,2,4,27.0,550.0,2.3,0.8771,DB
2,1,4,12.0,308.7,2.3,0.6513,DB
3,6,14,83.0,1225.98,2.3,0.5760000000000001,DA
3,4,8,19.0,294.96,2.3,0.6009,DA
3,4,8,18.0,304.26,2.3,0.7727,DA
1,1,2,3.0,250.0,2.3,0.7314,DB
1,2,3,596.0,4273.0,60.0,0.5573,BB
3,4,13,47.0,599.82,2.3,0.5688,DA
1,4,10,27.0,479.46,2.3,0.7725,DB
1,2,3,6.0,138.55,2.3,0.618,DB
4,6,10,33.0,491.77,2.3,0.6937,DA
3,5,8,39.0,430.1,2.3,0.499,EA
2,2,2,2.0,16.73,2.3,0.1512,FA
1,1,1,888.0,1518.48,2.3,0.4911,EB
2,3,5,158.0,3131.86,60.0,0.675,BA
2,4,9,20.0,450.1,2.3,0.7428,DA
1,1,2,44.0,4474.68,60.0,0.6375,BB
3,3,9,408.0,2518.98,2.3,0.6298,BA
1,2,4,84.0,1596.18,2.3,0.6658,CB
1,1,5,520.0,5944.28,60.0,0.6497,AB
2,1,2,158.0,1593.22,2.3,0.6485,CB
1,1,2,200.0,1789.0,2.3,0.6548,CB
1,1,1,1512.0,4520.88,60.0,0.5194,BB
1,3,4,158.0,1573.66,2.3,0.772,CB
1,1,1,150.0,1645.5,2.3,0.6545,CB
1,2,2,246.0,1653.0,2.3,0.6099,CB
1,1,2,454.0,5631.0,60.0,0.6627,AB
1,1,1,996.0,5478.0,60.0,0.58,AB
1,2,2,1164.0,6256.2,60.0,0.1544,FB
1,2,3,1308.0,6474.0,60.0,0.5414,AB
1,1,1,200.0,1698.0,2.3,0.6637,CB
1,1,2,34.0,800.0,2.3,0.8961,DB
1,2,2,456.0,2500.56,2.3,0.5941,BB
2,1,4,180.0,2193.08,2.3,0.6511,CB
1,1,1,5.0,1661.6,2.3,0.7302,CB
3,3,4,30.0,443.68,2.3,0.6571,DB
2,2,3,58.0,1270.34,2.3,0.6362,DB
2,3,17,41.0,1027.22,2.3,0.7744,DA
2,3,8,28.0,605.39,2.3,0.6922,DA
2,3,18,42.0,916.71,2.3,0.767,DA
2,4,7,210.0,2044.36,2.3,0.6291,CA
3,3,7,84.0,2018.02,2.3,0.6614,CA
1,2,4,36.0,1886.36,2.3,0.6801,CB
2,3,15,45.0,994.25,2.3,0.7549,DA
3,5,9,56.0,387.08,2.3,0.3387,EA
2,3,17,41.0,908.2,2.3,0.7677,DA
1,1,1,1272.0,2505.84,2.3,0.5587,BB
1,2,2,208.0,1606.36,2.3,0.6548,CB
2,3,12,26.0,503.23,2.3,0.7705,DA
1,1,1,1.0,63.56,2.3,0.6488,DB
2,1,4,346.0,4413.26,60.0,0.6361,BB
1,1,1,500.0,5485.0,60.0,0.598,AB
1,1,2,1008.0,2081.76,2.3,0.5543,CB
1,1,1,52.0,3502.2,60.0,0.7081,BB
1,3,7,240.0,2836.98,60.0,0.6295,BB
2,2,2,564.0,3016.2,60.0,0.564,BB
1,2,3,63.0,1148.4,2.3,0.6439,DB
1,1,1,40.0,1819.6,2.3,0.4871,EB
1,1,1,25.0,1223.5,2.3,0.5226,DB
1,2,2,10.0,1270.7,2.3,0.6306,DB
3,3,4,36.0,313.5,2.3,0.3678,EA
3,5,11,57.0,692.7,2.3,0.6149,DA
1,2,2,3756.0,18482.16,260.0,0.5019,AB
2,3,4,132.0,4172.16,60.0,0.6629999999999999,BB
1,3,4,372.0,1499.28,2.3,0.4876,EA
1,2,5,260.0,3466.26,60.0,0.662,BB
2,2,8,2076.0,38182.2,1280.0,0.7771,AB
1,2,4,47.0,900.0,2.3,0.8738,DB
4,6,11,122.0,2077.18,2.3,0.675,CA
1,1,2,1004.0,25121.96,1280.0,0.7498,AB
1,1,3,37.0,700.0,2.3,0.8928,DB
1,2,3,60.0,1080.0,2.3,0.8723,DB
1,1,1,12000.0,3120.0,60.0,0.4637,EB
1,3,7,191.0,2104.35,2.3,0.5638,CB
1,1,1,24.0,187.68,2.3,0.7056,DB
1,1,1,24.0,187.68,2.3,0.7056,DB
1,1,1,24.0,187.68,2.3,0.7056,DB
2,3,11,35.0,857.35,2.3,0.7754,DA
1,2,2,290.0,1863.5,2.3,0.6077,CB
1,2,7,286.0,3894.06,60.0,0.6422,BB
1,2,19,3172.0,51392.8,1280.0,0.5664,AB
2,3,7,148.0,3673.02,60.0,0.6515,BA
1,1,1,3600.0,6156.0,60.0,0.4829,EB
1,2,3,312.0,1957.68,2.3,0.7207,CB
1,1,2,612.0,2341.44,2.3,0.5429999999999999,CB
2,2,4,466.0,4129.0,60.0,0.6135,BB
1,3,3,294.0,2007.56,2.3,0.5895,CB
1,1,3,276.0,2070.4,2.3,0.622,CB
1,2,2,270.0,1819.8,2.3,0.616,CB
1,2,3,20.0,440.12,2.3,0.8781,DB
1,1,1,540.0,2835.0,60.0,0.5671,BB
1,1,1,24.0,294.22,2.3,0.9003,DB
1,2,4,58.0,1100.0,2.3,0.8859999999999999,DB
2,1,3,119.0,3039.22,60.0,0.6363,BB
1,1,1,400.0,3096.0,60.0,0.6132,BB
2,6,7,168.0,1609.22,2.3,0.6401,CA
1,1,1,2.0,21.46,2.3,0.3397,EA
2,2,3,268.0,2082.6,2.3,0.6509999999999999,CB
1,1,2,1800.0,11592.0,260.0,0.5499,AB
1,1,4,5.0,40.03,2.3,0.5726,DB
2,2,3,5.0,51.91,2.3,0.3229,EA
1,1,1,240.0,2834.4,60.0,0.7384,BB
3,5,15,174.0,1471.02,2.3,0.4863,EA
1,1,2,4.0,58.36,2.3,0.7222,DB
1,1,3,600.0,1725.6,2.3,0.5077,CB
1,1,2,2352.0,4327.68,60.0,0.4761,EB
1,2,3,348.0,6756.48,260.0,0.5481,AB
3,4,11,4464.0,51396.24,1280.0,0.6199,AA
3,3,4,868.0,5955.84,60.0,0.6736,AB
1,1,2,1128.0,3060.72,60.0,0.5182,BB
1,1,1,1750.0,2992.5,60.0,0.4726,EB
1,2,3,210.0,1827.0,2.3,0.6523,CB
1,1,2,252.0,1504.68,2.3,0.5659,CB
3,3,3,580.0,1996.68,2.3,0.4358,EB
2,2,2,694.0,3089.06,60.0,0.4067,EB
1,1,1,5688.0,9726.48,260.0,0.4659,EB
1,1,2,9024.0,17205.12,260.0,0.4672,EB
1,4,9,275.0,2819.36,60.0,0.6218,BB
2,1,3,722.0,5177.62,60.0,0.6115,AB
1,1,2,2.0,21.0,2.3,0.5743,DB
1,4,7,222.0,1870.2,2.3,0.6811,CB
3,3,13,171.0,1961.18,2.3,0.6867,CA
1,1,1,800.0,7192.0,260.0,0.6198,AB
3,6,10,49.0,530.31,2.3,0.5820000000000001,DA
4,8,24,87.0,1585.73,2.3,0.7195,CA
1,1,1,4800.0,8208.0,260.0,0.4609,EB
1,2,2,189.0,1726.41,2.3,0.4953,EB
3,3,8,468.0,3325.8,60.0,0.5642,BA
1,1,2,2016.0,5977.44,60.0,0.6106,AB
4,6,18,240.0,2244.76,2.3,0.6236,CA
1,2,4,186.0,1638.88,2.3,0.6657,CB
1,1,2,158.0,1812.5,2.3,0.6531,CB
1,1,1,2520.0,4309.2,60.0,0.4787,EB
1,2,3,198.0,1665.52,2.3,0.6497,CB
1,1,5,66.0,2372.78,2.3,0.7040000000000001,CB
3,5,7,31.0,360.0,2.3,0.5677,DA
1,1,2,115000.0,33350.0,1280.0,0.4746,EB
1,1,2,156.0,5288.4,60.0,0.7054,AB
1,1,1,240.0,2520.0,2.3,0.4964,EB
1,1,2,1704.0,17413.92,260.0,0.1866,FB
1,3,9,1124.0,9474.88,260.0,0.5523,AB
3,4,7,29.0,560.0,2.3,0.7064,DA
1,1,5,85.0,1743.56,2.3,0.6745,CB
1,1,1,4404.0,27304.8,1280.0,0.4617,EB
1,2,3,177.0,2514.12,2.3,0.6012,BB
3,3,15,43.0,710.91,2.3,0.7902,DA
1,1,2,13008.0,24823.68,1280.0,0.4289,EB
1,1,1,600.0,2700.0,60.0,0.4974,EB
1,1,2,1224.0,2278.8,2.3,0.4821,EB
1,1,1,1200.0,3564.0,60.0,0.5104,BB
2,3,13,41.0,993.53,2.3,0.7666,DA
1,2,3,117.0,2684.75,60.0,0.5687,BB
1,1,2,200.0,2108.0,2.3,0.6849,CB
1,1,1,2400.0,12600.0,260.0,0.4375,EB
1,1,3,104.0,1581.6,2.3,0.6534,CB
3,4,15,43.0,995.31,2.3,0.7722,DA
2,3,5,110.0,1079.56,2.3,0.6339,DA
1,1,1,372.0,3961.8,60.0,0.6025,BB
2,2,2,216.0,1576.8,2.3,0.5769,CB
1,1,1,912.0,2343.84,2.3,0.4527,EB
1,2,2,244.0,2080.0,2.3,0.636,CB
1,1,1,500.0,3870.0,60.0,0.6171,BB
1,2,4,302.0,2529.26,2.3,0.5607,BB
1,3,8,726.0,5391.0,60.0,0.6149,AB
2,4,11,908.0,15590.28,260.0,0.5491,AA
1,1,2,45.0,600.0,2.3,0.8872,DB
1,1,1,2000.0,10500.0,260.0,0.5788,AB
1,1,1,750.0,3937.5,60.0,0.5884,BB
1,2,4,32.0,640.0,2.3,0.8767,DB
1,2,2,32.0,405.43,2.3,0.8872,DB
1,2,2,158.0,981.0,2.3,0.605,DB
2,2,3,1812.0,5027.4,60.0,0.4953,EB
2,2,3,3396.0,10025.16,260.0,0.5069,AB
1,2,2,160.0,1516.8,2.3,0.5631,CB
2,2,3,1508.0,5134.92,60.0,0.5626,AB
1,1,4,66.0,4032.84,60.0,0.6924,BB
1,1,1,12.0,545.88,2.3,0.4805,EA
5,8,24,219.0,6143.29,60.0,0.7016,AA
2,3,5,676.0,4806.96,60.0,0.6125,BA
1,1,1,3.0,12.0,2.3,0.3125,EA
2,1,4,118.0,3469.99,60.0,0.6718,BB
1,1,2,1200.0,3216.0,60.0,0.5175,BB
1,1,1,108.0,754.92,2.3,0.7916,DB
4,5,7,112.0,856.86,2.3,0.2749,FA
1,2,7,64.0,3068.21,60.0,0.5508,BB
4,5,9,29.0,285.84,2.3,0.4848,EA
3,7,12,33.0,381.1,2.3,0.568,DA
4,5,8,47.0,376.36,2.3,0.33299999999999996,EA
3,4,14,36.0,730.16,2.3,0.7746,DA
3,5,8,24.0,214.83,2.3,0.6137,DA
5,8,27,135.0,2125.58,2.3,0.6218,CA
1,1,1,2000.0,9000.0,260.0,0.5084,AB
3,6,8,43.0,333.25,2.3,0.3575,EA
4,8,14,80.0,777.08,2.3,0.452,EA
3,7,9,24.0,198.85,2.3,0.5053,DA
1,2,2,320.0,1948.8,2.3,0.5286,CB
4,7,9,35.0,355.59,2.3,0.4747,EA
3,5,7,37.0,291.36,2.3,0.3722,EA
3,5,8,42.0,369.04,2.3,0.3971,EA
3,6,13,45.0,462.08,2.3,0.5172,DA
1,2,2,54.0,1260.0,2.3,0.8689,DB
1,1,2,50.0,425.0,2.3,0.1903,FA
5,7,11,156.0,1179.38,2.3,0.317,EA
1,2,4,42.0,800.0,2.3,0.8887,DB
1,2,4,48.0,1080.0,2.3,0.8872,DB
4,7,16,161.0,1590.31,2.3,0.4559,EB
1,2,4,118.0,1616.72,2.3,0.5847,CB
5,9,12,41.0,346.98,2.3,0.4078,EA
3,4,6,11.0,134.05,2.3,0.6828,DA
1,1,3,61.0,4186.43,60.0,0.6895,BB
1,2,4,14.0,415.08,2.3,0.7074,DB
5,7,17,95.0,897.4,2.3,0.4164,EA
4,8,10,67.0,583.62,2.3,0.3957,EA
2,3,11,878.0,7700.0,260.0,0.5664,AA
4,6,12,37.0,661.65,2.3,0.6406,DA
5,10,17,71.0,909.63,2.3,0.5729,DA
1,1,1,120.0,598.8,2.3,0.3639,EA
1,2,2,596.0,4067.16,60.0,0.5349,BB
5,7,13,72.0,607.05,2.3,0.382,EA
4,5,9,76.0,635.4,2.3,0.3364,EA
4,7,10,38.0,334.56,2.3,0.4953,EA
3,8,12,42.0,413.27,2.3,0.5084,DA
2,2,2,888.0,3890.16,60.0,0.5595,BB
1,1,2,200.0,1700.0,2.3,0.1944,FB
1,1,1,300.0,1575.0,2.3,0.6019,CB
1,1,2,50.0,425.0,2.3,0.1903,FA
1,1,2,50.0,425.0,2.3,0.1903,FA
1,1,2,30.0,255.0,2.3,0.1867,FA
1,3,5,598.0,4525.26,60.0,0.5521,BB
1,1,1,1008.0,3013.92,60.0,0.5105,BB
1,1,2,70.0,595.0,2.3,0.1919,FA
3,5,11,35.0,565.97,2.3,0.6717,DA
4,7,13,48.0,563.38,2.3,0.505,DA
1,2,4,62.0,1180.0,2.3,0.8867,DB
1,1,2,70.0,2600.8,2.3,0.6738,BB
2,2,3,36.0,306.49,2.3,0.2051,FA
1,1,2,200.0,1700.0,2.3,0.1944,FB
3,4,8,52.0,358.6,2.3,0.4008,EA
2,4,10,46.0,439.91,2.3,0.4351,EA
2,2,5,11038.0,57747.76,1280.0,0.4891,EB
3,7,13,86.0,1002.66,2.3,0.4875,EA
2,2,2,25016.0,16730.4,260.0,0.5224,AB
1,2,3,208.0,2393.92,2.3,0.6442,CB
1,1,1,32.0,1513.92,2.3,0.503,CB
3,4,7,32.0,240.06,2.3,0.3623,EA
3,5,8,35.0,286.09,2.3,0.3826,EA
4,7,12,37.0,316.45,2.3,0.4788,EA
3,3,6,32.0,301.78,2.3,0.3648,EA
1,1,3,36.0,306.0,2.3,0.3208,EA
1,1,3,88.0,748.0,2.3,0.2288,FA
1,3,9,7272.0,57214.08,1280.0,0.2112,FB
1,2,4,40.0,2822.36,60.0,0.5557,BB
5,4,9,60.0,501.9,2.3,0.2987,FA
1,1,3,38.0,323.0,2.3,0.2723,FA
1,1,3,38.0,323.0,2.3,0.2723,FA
3,6,11,48.0,642.18,2.3,0.5348,DA
1,2,3,254.0,3289.72,60.0,0.6302,BB
1,1,3,38.0,323.0,2.3,0.2723,FA
2,2,3,157.0,1958.47,2.3,0.6793,CB
2,3,13,34.0,864.34,2.3,0.7629,DA
1,1,1,480.0,3340.8,60.0,0.5443,BB
1,2,4,216.0,3841.84,60.0,0.6688,BB
1,2,4,300.0,1524.9,2.3,0.2647,FB
